,Country,Year,CO2 Emmissions (Kilo Ton),Expenditure on defense,Expenditure on economic affairs,Expenditure on education,Expenditure on environment protection,Expenditure on general public services,Expenditure on health,Expenditure on housing & community amenities,Expenditure on public order & safety,"Expenditure on recreation, culture, & religion",Expenditure on social protection
78,Belgium,2004,111102.766,2.2284307446395,9.42452334422676,11.4348803091762,1.67855911188478,19.437236901888,13.8585989632087,0.93264688333087,3.3406959749068,2.59320994750354,35.0711493931979
79,Belgium,2003,112914.264,2.246565324431,10.2075180456542,11.5611514606792,1.59828950086251,20.2756812129806,13.294050656231,0.72622244304384,3.4330705804197,2.52562399164848,34.1319663482741
80,Belgium,2002,107311.088,2.39048916736142,9.44986576269194,11.6211679931247,1.65065980115984,21.2656870342553,12.5498477664454,0.863452561526963,3.4445550336236,2.48509800608934,34.2791768737214
81,Belgium,2001,114527.744,2.4517303157877,9.35661594481846,11.48217337367,1.65550724781869,22.3472815227116,12.849619911393,0.818263844937012,3.41578471671097,1.92918022850469,33.6937663631723
82,Belgium,2000,115118.131,2.4912029888117,9.75336774468724,11.199671420278,1.68215440877371,23.1414906935323,12.3045997211811,0.972390614941689,3.06013561812086,1.90323485156648,33.491751938107
83,"Bolivia, Plurinational State of",2007,12332.121,4.30530771823103,24.5165321707515,20.3742843064759,1.74137617926527,15.2064634645521,9.39649122025956,4.73897443502172,4.99993025665327,2.17128273852096,12.5493575102687
84,"Bolivia, Plurinational State of",2006,15056.702,3.94845722108521,23.4433390404204,19.5990409859771,1.79383918553342,18.5456343193021,9.56957934453619,3.65955808197313,5.07579922493026,1.52495294163151,12.8397996546106
85,"Bolivia, Plurinational State of",2005,12185.441,4.31624266309206,21.1420549421356,18.9507411565544,1.80180006945113,18.7161856351232,10.8615575289275,3.61883680210594,5.6933574625006,1.20668414784065,13.6925395922689
86,"Bolivia, Plurinational State of",2004,11114.677,4.83486621210307,19.6731602357343,19.6905057880456,1.51814881657904,18.5035744227441,9.37361906689188,3.82634624200349,5.98504152607821,1.69243031837348,14.9023073714467
87,"Bolivia, Plurinational State of",2003,11092.675,5.44307050384959,17.4734380081579,19.2779614943726,2.11334532689396,19.1960645394669,9.3548499214672,3.74294172607709,6.57153914710399,1.09324450103754,15.7335448315733
88,"Bolivia, Plurinational State of",2002,10395.945,5.25674722070181,18.7821711433148,20.589083844654,2.22038180700382,15.8674219259518,8.31113379337784,4.18727909146772,6.38305710700674,1.59224955091613,16.8104745156053
89,Bulgaria,2014,42416.189,3.17234084909573,19.399804769996,9.45479446480821,1.59842404485218,9.11670662524951,12.6782487630982,3.78560389477978,6.3667522020981,3.41113465976871,31.0161884770924
90,Bulgaria,2013,39599.933,3.16999634575082,14.5274880251469,9.79057807784938,2.43666410994533,9.63877571893367,12.0256330218644,3.48727047030926,6.96150995805586,2.01314583409761,35.9488527340755
91,Bulgaria,2012,44708.064,3.03076306501917,15.1476162587063,9.67456095673978,2.00039454704287,10.0047620349231,12.7237458873636,2.77939499296028,6.48371481607641,2.1971869135482,35.9579093039938
92,Bulgaria,2011,49346.819,3.45312637254284,12.8381498308779,9.99334559816571,2.03298034145695,10.9983761711051,12.2709746808045,3.32545486418325,6.93703912392214,2.04425830616976,36.1062924482228
93,Bulgaria,2010,44114.01,4.6359062114989,13.8444862353705,9.8915165570456,1.84142685363628,10.4347435429075,12.2203294696036,2.63171906637461,6.92266279356975,1.97103829662618,35.6061719680174
94,Bulgaria,2009,42665.545,3.06678301097935,10.674960479244,10.3644091618258,2.795617583124,18.0173028145774,10.0758157465433,3.30531575884272,7.1975013366734,1.72025613331029,32.7841747460133
95,Bulgaria,2008,50740.279,3.30668987192364,16.8427973617002,10.6480580254857,1.82596612711358,13.430859597395,11.9113250602889,3.94793258749416,7.14271140467407,2.21140791416524,28.7331327762605
96,Bulgaria,2007,52254.75,3.6827701825558,13.8155614002715,9.52781723646082,3.20475211140282,19.4198281811132,10.7269006678223,3.48384493875434,7.42746582275456,1.87072458008222,26.8403344054087
97,Bulgaria,2006,48991.12,4.76071171774016,12.8040420999636,10.7262674164557,3.47278689614756,13.3625357143708,11.2808120775336,1.83080979159133,7.58625275871671,2.03820710082945,32.1375791289313
98,Bulgaria,2005,47916.689,5.48447479950133,12.0782261253019,11.271143860061,1.90662347241007,16.4361936939557,13.3413230090332,1.74475208708862,7.02404432823028,1.96082755305995,28.752407555418
99,Bulgaria,2004,46801.921,4.50386734346755,13.6067979497294,10.4770550369927,2.08157406195848,14.0068686746045,15.461827145479,1.41277767021699,7.20637770112262,2.03923924651088,29.2036281905848
100,Bulgaria,2003,47307.967,6.45834766273029,13.4900964852474,10.7671159516404,2.35876734069319,10.2549443849568,14.1891316229765,1.60601050624309,7.03342705112757,2.19774737634049,31.6444075725157
101,Bulgaria,2002,44634.724,6.67089525543934,10.4129101760614,9.55589760540587,1.80289192240472,17.5762857550108,12.3922193966583,1.05439268113393,6.37343797777086,1.72951832666171,32.4315463172679
102,Bulgaria,2001,46453.556,6.44943819103575,11.2329919383827,8.92806543379693,2.95069641097529,20.4254291331405,9.79936659777998,0.955830648783911,6.69679573116389,1.65202365220741,30.9093664249427
103,Bulgaria,2000,43530.957,7.80249277376655,9.64409045872177,10.1644280845281,2.66343300092979,21.4882876524727,9.38583074181543,0.757571134747482,4.9745549757754,2.06800426591423,31.0513069113285
104,China,2014,10291926.878,4.40952397021673,27.6735155773966,12.7526115837477,2.00192725713461,9.19453655865931,3.10124692681069,7.83875111724036,4.42327045446973,1.51334626643613,27.0912702878881
105,China,2013,10258007.128,4.30953923995888,28.4164648426209,13.3154052620262,2.00086664714431,9.47099089934404,3.04702206753578,7.42913431181059,4.51306387010488,1.56299728230295,25.9345155771515
106,China,2012,10028573.939,4.39833241563754,28.3102598390099,14.4071685151682,1.94478093290333,9.75353312881827,3.09655470777944,6.74578515430399,4.66163244972338,1.57025616822675,25.1115000393298
107,China,2011,9733538.12,4.63436561138672,29.7826320062255,13.0780953659756,2.02573577494802,9.97010941527416,3.34849792143689,6.69408877446872,4.83560531237588,1.61010936704291,24.0207604508657
108,China,2010,8776040.416,4.73918114536778,32.1435086023674,13.5520690156916,2.20728754399249,9.93697827924333,4.50968297624649,6.49310367355225,4.96652544454543,1.74102236960714,19.7106409493861
109,China,2009,8001008.965,5.15881993594712,31.6500080489489,13.5135321600895,2.08177414577676,10.2682072486119,4.40947073288251,6.42186954835724,5.0237298574375,1.82731027715136,19.6452780447972
110,China,2008,7553070.247,5.2015312323381,30.9313420775669,14.296314929668,1.86916414939285,11.262645302497,3.83264664601819,7.29793316857464,5.15293024170931,1.8216027521465,18.3339126434174
111,China,2007,7030797.772,4.11147463662427,45.1712923534265,8.41513002947693,1.06583535017332,9.44466539310483,2.38549795281452,11.3612691582866,4.01567862506521,1.0867039864712,12.9424525145566
112,China,2006,6529291.518,5.24318266248701,37.6759206310116,9.32388040388525,3.20726876567894,18.2032198953972,2.51245618941478,0.436192726225409,4.98299752754554,1.27083742046613,17.1440437778882
113,China,2005,5896957.705,5.29342604849822,37.7778797344091,9.49639066402431,3.15336232840575,25.7443550005143,2.52672876705633,0.426407752187975,5.01528275412858,1.34028623303543,8.25690249626181
114,Croatia,2014,16842.531,2.58357390422554,12.9449171040417,10.0390009221671,1.10145932307676,18.3153492740338,13.6334640456491,2.14641598888956,4.18132962038521,2.59488058299883,32.4596073526996
115,Croatia,2013,17550.262,2.79172427595416,13.9630586008256,10.4087104388772,1.20970664086268,16.5153791456746,13.4456482642385,2.0292129808862,4.4499729259937,3.21273717112578,31.9738514531614
116,Croatia,2012,17993.969,3.03020423045211,14.3763272472267,10.2670581071912,1.20534244606274,15.1779012280925,15.0066795723498,2.05816692821824,4.61395489699103,2.56741660581386,31.6969493700743
117,Croatia,2011,19809.134,3.01196801990334,12.9900967200396,9.91365782486713,0.84737823077964,19.7111397112458,12.7709830507536,1.92469751313745,5.30593671102895,1.98353983144206,31.5406023868025
118,Croatia,2010,20172.167,3.01886117820531,13.9488086360382,11.4856035696063,0.977196744938316,17.4496026725763,12.8079208265524,2.46999569951912,4.66583835598285,2.15112609368138,31.0250455893862
119,Croatia,2009,21165.924,3.1016882452405,16.7914689114816,10.1010589046734,1.17608397352164,16.0413767752501,12.8471857597355,2.16926039587328,4.5383235007502,2.18876600995724,31.0447868985569
120,Croatia,2008,22592.387,3.36043549719685,17.8224369445736,10.1953451956906,1.24108239776003,15.0637598755642,13.3145491236399,2.3238253910314,4.82660196969468,2.26787132287316,29.5840916471223
121,Croatia,2007,23828.166,3.0413289662423,17.65095673602,10.563087161716,1.24230339292244,15.3095362785005,12.7424740373437,2.40155853805588,4.63250266962967,2.26398429685225,30.152268604872
122,Croatia,2006,22607.055,2.88314968187819,15.6827279190503,11.1638877264355,1.11337126797737,14.7778350664789,12.2883607890672,2.5012448725086,4.33374345044788,2.17069940040431,33.0849805574809
123,Croatia,2005,22592.387,2.93926976245021,16.3599991819192,10.7324201280287,1.219044969481,14.4399012136505,13.4756038625483,2.55700699977743,4.42555922401311,2.2392500539231,31.6119453960018
124,Croatia,2004,22376.034,3.3205074681788,17.4710913196721,10.7741444980072,1.29122992960034,10.7182404094096,16.1916373843999,2.69763143827493,4.29011638523247,3.00926852672165,30.2361318229528
125,Croatia,2003,22984.756,2.80895715555811,17.8937893981886,10.5966645533218,1.18402534137235,15.0786729675367,12.9484227374564,2.35646862386616,4.47373452941362,3.24920561564447,29.4100599400437
126,Croatia,2002,21473.952,3.11908794013165,15.2668412069708,10.3866428348416,1.30828757563697,14.1638367873848,12.0870060287665,2.52796301583844,4.48083930787696,2.20824860189138,34.4512476378
127,Cyprus,2014,6061.551,2.96103170538666,23.1924205037478,12.3155174821919,0.532787839284883,17.5669258345361,5.42390241631361,4.52275478374226,3.59420829647563,1.78742027096234,28.1030308673588
128,Cyprus,2013,5947.874,3.81586766286533,9.79248026526206,16.1957116125754,0.579398291128582,18.345922755936,7.32362178773532,4.59405185498175,5.13259218421292,2.16469511309544,32.0556584722072
129,Cyprus,2012,6919.629,4.21181512090603,7.22375267829813,15.102540557086,0.662381389654117,22.7131925313744,7.10988674625038,4.98683807774717,4.7431894704622,2.38506274869911,30.8613406795225
130,Cyprus,2011,7425.675,4.32061086974735,8.50119086089069,15.8689693966704,0.725288140461743,20.0483525426975,7.26365301066389,5.78315560183357,4.84004165021005,2.79343650138236,29.8553014254425
131,Cyprus,2010,7708.034,5.01324788958038,8.70786863022984,16.4458685069937,0.71846694189414,19.0449195883912,7.09224228233409,6.05829071415368,5.15989894633064,2.73707560539774,29.0221208946947
132,Cyprus,2009,8111.404,4.01531339031339,8.29644892144892,15.9506003256003,0.694444444444444,21.885175010175,7.0220288970289,6.94953194953195,4.91325803825804,2.86044973544974,27.4127492877493
133,Cyprus,2008,8577.113,4.05199928768099,8.99302749277407,16.3614197065794,0.705469788085095,21.8257284146793,7.0163422418871,6.37525513349132,4.9903425980466,3.08762893658991,26.5927864001863
134,Cyprus,2007,8195.745,4.26145855480971,8.99523129726939,15.6045925340947,0.712268019317802,22.7348662029584,6.96929198432707,6.11730401239255,4.96309570816754,3.10269416517328,26.5391975214895
135,Cyprus,2006,7788.708,4.66438400413463,10.1201628012145,15.1963951159636,0.697719490923186,21.5937722075069,7.27275663802571,5.42186187738226,4.94217972737257,2.72788939853996,27.3628787389366
136,Cyprus,2005,7502.682,4.37628865979381,10.2646048109966,15.0171821305842,0.728522336769759,21.5687285223368,7.02577319587629,5.30756013745704,4.8659793814433,2.72508591065292,28.1202749140894
137,Cyprus,2004,7334.0,4.37607669837465,11.1939180585724,15.4613886600255,0.694704516515617,21.221256834694,7.29158864504531,5.25616058722193,5.08201632836492,2.51292038049584,26.9099692906898
138,Cyprus,2003,7748.371,4.92045803873348,11.6315708576698,15.3473716569321,0.605210574853981,21.9316784506609,7.55264371349524,6.03289271441746,5.09337534583461,2.62834306793729,24.2564555794651
